Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,console
Dragon Ball Z: Shin Budokai - Another Road,3/20/2007,Dimps Corporation,Atari SA,3D Fighting,Rated T For Teen,8,27,PSP
Dragon Ball Z: Supersonic Warriors,6/22/2004,Cavia Inc.,Atari SA,2D Fighting,Rated T For Teen,7.2,30,Game Boy Advance
Dragon Ball Z: Supersonic Warriors 2,11/20/2005,Arc System Works,Atari SA,2D Fighting,Rated E +10 For Everyone +10,7.5,32,DS
Dragon Ball Z: Taiketsu,11/24/2003,Webfoot Technologies,Atari SA,2D Fighting,Rated T For Teen,4.9,16,Game Boy Advance
Dragon Ball Z: Tenkaichi Tag Team,10/19/2010,Spike,Namco Bandai Games,3D Fighting,Rated T For Teen,8.4,41,PSP
Dragon Ball Z: The Legacy of Goku,5/14/2002,Webfoot Technologies,Infogrames,Action RPG,Rated E For Everyone,6.3,28,Game Boy Advance
Dragon Ball Z: The Legacy of Goku II,6/17/2003,Webfoot Technologies,Atari SA,Action RPG,Rated E For Everyone,8.6,49,Game Boy Advance
Dragon Ball Z: Ultimate Battle 22,3/25/2003,TOSE,Infogrames,2D Fighting,Rated T For Teen,5,52,PlayStation
Dragon Ball Z: Ultimate Tenkaichi,10/25/2011,Spike,Namco Bandai Games,3D Fighting,Rated T For Teen,5.3,116,PlayStation 3
Dragon Ball: Advanced Adventure,2006-06-06,Dimps Corporation,Atari SA,2D Beat-'Em-Up,Rated E +10 For Everyone +10,8.5,35,Game Boy Advance
Dragon Ball: Evolution,2009-08-04,Dimps Corporation,Namco Bandai Games,3D Fighting,Rated T For Teen,1.4,68,PSP
Dragon Ball: Fusions,11/22/2016,Ganbarion,Bandai Namco Games,Trainer RPG,Rated T For Teen,8,73,3DS
Dragon Ball: Origins,2008-04-11,Game Republic,Atari SA,Action Adventure,Rated T For Teen,7.4,24,DS
Dragon Ball: Origins 2,6/22/2010,Game Republic,Namco Bandai Games,Action Adventure,Rated T For Teen,6.9,12,DS
Dragon Ball: Raging Blast,2009-10-11,Spike,Namco Bandai Games,3D Fighting,Rated T For Teen,6.8,31,PlayStation 3
Dragon Ball: Raging Blast 2,2010-02-11,Spike,Namco Bandai Games,3D Fighting,Rated T For Teen,7.4,56,PlayStation 3
Dragon Ball: Revenge of King Piccolo,10/20/2009,Media.Vision,Namco Bandai Games,2D Beat-'Em-Up,Rated E +10 For Everyone +10,7.4,16,Wii
Dragon Ball: The Breakers,10/14/2022,Dimps Corporation,Bandai Namco Games,Action Adventure,Rated T For Teen,4.8,28,PC
Dragon Ball: Xenoverse,2/24/2015,Dimps Corporation,Bandai Namco Games,3D Fighting,Rated T For Teen,7.6,714,PlayStation 3
Dragon Ball: Xenoverse 2,10/25/2016,Dimps Corporation,Bandai Namco Games,3D Fighting,Rated T For Teen,7.4,324,PlayStation 4
Dragon Blade: Wrath of Fire,9/25/2007,D3Publisher,D3Publisher,2D Beat-'Em-Up,Rated T For Teen,5.7,6,Wii
Dragon Booster,2005-07-12,Konami Computer Entertainment Hawaii,Konami,Rail Shooter,Rated E For Everyone,,,DS
Dragon Marked For Death,1/29/2019,Inti Creates,Inti Creates,Action RPG,Rated T For Teen,7,51,Nintendo Switch
Dragon Quest,9/27/2019,Square Enix,Square Enix,JRPG,Rated T For Teen,7,26,Nintendo Switch
Dragon Quest Builders,2016-11-10,Square Enix,Square Enix,Sandbox,Rated E +10 For Everyone +10,8.1,227,PlayStation 4
Dragon Quest Builders 2,2019-12-07,Omega Force,Square Enix,Sandbox,Rated E +10 For Everyone +10,8,138,Nintendo Switch
Dragon Quest Heroes II,4/25/2017,Omega Force,Square Enix,3D Beat-'Em-Up,,7.6,81,PlayStation 4
Dragon Quest Heroes: Rocket Slime,9/19/2006,TOSE,Square Enix,Open-World Action,Rated E For Everyone,7.9,32,DS
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,10/13/2015,Omega Force,Square Enix,3D Beat-'Em-Up,Rated T For Teen,7.6,258,PlayStation 4
Dragon Quest III,9/27/2019,Square Enix,Square Enix,JRPG,Rated T For Teen,7.1,18,iOS (iPhone)
Dragon Quest IV,2014-07-08,Square Enix,Square Enix,JRPG,,8.5,27,iOS (iPhone)
Dragon Quest IV: Chapters of the Chosen,9/16/2008,ArtePiazza,Square Enix,JRPG,Rated E +10 For Everyone +10,8,60,DS
Dragon Quest IX: Sentinels of the Starry Skies,2010-11-07,Level 5,Nintendo,JRPG,Rated E +10 For Everyone +10,8.5,252,DS
Dragon Quest Monsters: Joker,2007-06-11,TOSE,Square Enix,Trainer RPG,Rated E +10 For Everyone +10,6.9,24,DS
Dragon Quest Monsters: Joker 2,9/19/2011,TOSE,Nintendo,Trainer RPG,Rated E For Everyone,7.9,29,DS
Dragon Quest Monsters: The Dark Prince,2023-12-01,Armor Project,Square Enix,Trainer RPG,Rated E For Everyone,8.5,96,Nintendo Switch
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,2/19/2008,Genius Sonority Inc.,Square Enix,JRPG,Rated T For Teen,5.8,23,Wii
Dragon Quest Treasures,2022-09-12,TOSE,Square Enix,JRPG,Rated E +10 For Everyone +10,6.1,69,Nintendo Switch
Dragon Quest V: Hand of the Heavenly Bride,2/16/2009,ArtePiazza,Square Enix,JRPG,Rated E +10 For Everyone +10,8.7,89,DS
Dragon Quest VI: Realms of Revelation,2/14/2011,ArtePiazza,Nintendo,JRPG,Rated T For Teen,8.2,50,iOS (iPhone)
Dragon Quest VII: Fragments of the Forgotten Past,9/16/2016,ArtePiazza,Nintendo,JRPG,Rated E +10 For Everyone +10,8.1,157,3DS
Dragon Quest VIII: Journey of the Cursed King,11/15/2005,Level 5,Square Enix,JRPG,Rated T For Teen,8.7,322,PlayStation 2
Dragon Quest Wars,9/28/2009,Intelligent Systems,Square Enix,Turn-Based Strategy,Rated E For Everyone,5.3,14,DS
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,9/27/2019,Square Enix,Nintendo,JRPG,Rated T For Teen,8.6,806,Nintendo Switch
Dragon Quest XI: Echoes of an Elusive Age,2018-04-09,Square Enix,Square Enix,JRPG,Rated T For Teen,8.6,987,PlayStation 4
Dragon Rage (2001),11/27/2001,3DO,3DO,Third Person Shooter,Rated T For Teen,4.6,5,PlayStation 2
Dragon Star Varnir,2019-11-06,Compile Heart,Idea Factory,JRPG,Rated T For Teen,6.9,35,PlayStation 4
Dragon Valor,10/16/2000,Namco,Namco,Action RPG,Rated T For Teen,8.6,25,PlayStation
Dragoneer's Aria,8/21/2007,Hit Maker,NIS America,JRPG,Rated E +10 For Everyone +10,6.4,5,PSP
Dragonriders: Chronicles of Pern,8/13/2001,Ubisoft,Red Storm Entertainment,RPG,Rated T For Teen,5.8,,Dreamcast
Dragon's Crown,2013-06-08,Vanillaware,Atlus,Action RPG,Rated T For Teen,8.2,323,PlayStation Vita
Dragon's Dogma,5/22/2012,Capcom,Capcom,Action RPG,Rated M For Mature,7.9,353,Xbox 360
Dragon's Dogma: Dark Arisen,1/15/2016,QLOC,Capcom,Action RPG,Rated M For Mature,8,667,PlayStation 3
Dragon's Lair,5/18/2012,Digital Leisure,Digital Leisure,Arcade,Rated E +10 For Everyone +10,5.9,19,PC
Drakan: The Ancients' Gates,1/28/2002,Surreal Software,SCEA,Action Adventure,Rated M For Mature,8.2,31,PlayStation 2
Drake Hollow,8/28/2020,The Molasses Flood,The Molasses Flood,Action Adventure,Rated E +10 For Everyone +10,6.3,27,Xbox One
Drake of the 99 Dragons,2003-03-11,Idol FX,Majesco,Third Person Shooter,Rated T For Teen,1.8,29,PC
Drakengard,2004-02-03,Cavia Inc.,Square Enix,Action RPG,Rated M For Mature,7.8,146,PlayStation 2
Drakengard 2,2/14/2006,Cavia Inc.,Ubisoft,Action RPG,Rated M For Mature,6.6,58,PlayStation 2
Drakengard 3,5/20/2014,Access Games,Square Enix,Action RPG,Rated M For Mature,8.1,335,PlayStation 3
Drakensang: The Dark Eye,2/23/2009,Radon Labs,THQ,Western RPG,Rated T For Teen,8,131,PC
Draugen,5/29/2019,Red Thread Games,Red Thread Games,First-Person Adventure,,6.7,98,PC
Draw Something,2012-01-02,OMGPOP,OMGPOP,Logic Puzzle,,6.3,15,iOS (iPhone)
Draw Something 2,4/25/2013,Zynga,Zynga,Board,,,,iOS (iPhone)
Drawn to Death,2017-04-04,Sony Interactive Entertainment,Sony Interactive Entertainment,Third Person Shooter,Rated M For Mature,5.9,149,PlayStation 4
Drawn to Life,2007-10-09,5TH Cell,THQ,Sandbox,Rated E For Everyone,7.4,38,DS
Drawn to Life: SpongeBob SquarePants Edition,9/15/2008,Altron,THQ,Sandbox,Rated E For Everyone,7.1,9,DS
Drawn to Life: The Next Chapter,10/27/2009,Planet Moon Studios,THQ,Sandbox,Rated E For Everyone,5.3,6,Wii
Drawn to Life: Two Realms,2020-07-12,Digital Continue,505 Games,Sandbox,Rated E For Everyone,4.7,18,PC
DrawRace 2,2011-01-09,RedLynx,Chillingo,Auto Racing,,6.5,11,iOS (iPhone)
Dread Nautical,4/29/2020,Zen Studios,Zen Studios,Roguelike,Rated E +10 For Everyone +10,,,iOS (iPhone)
Dread Templar,9/28/2021,T19 Games,Fulqrum Publishing,FPS,,7.3,10,PC
DreadOut,5/15/2014,Digital Happiness,Digital Happiness,Survival,Rated M For Mature,6.4,107,PC
Dream (2013),7/31/2015,HyperSloth,Mastertronic,First-Person Adventure,,5.9,18,PC
Dream Chronicles,10/20/2010,PlayFirst,Hudson Entertainment,Hidden Object,Rated E For Everyone,,,PlayStation 3
Dream Daddy: A Dad Dating Simulator,7/20/2017,Game Grumps,Game Grumps,Virtual Life,,7.4,106,PC
Dream of Pixels,11/15/2012,Dawn of Play,Dawn of Play,Puzzle,,6.8,9,iOS (iPhone)
Dream Pinball 3D,4/22/2008,TopWare Interactive,SouthPeak Games,Pinball,Rated E +10 For Everyone +10,,,PC
Dream Track Nation,7/21/2011,Chillingo,Chillingo,Auto Racing,,,,iOS (iPhone)
Dream Trigger 3D,2011-10-05,"Art Co., Ltd.",D3Publisher,Top-Down Shoot-'Em-Up,Rated E For Everyone,6.4,30,3DS
dream:scape,2011-09-06,Speedbump,Speedbump,Puzzle,,,,iOS (iPhone)
Dreamcast Collection,2/22/2011,Sega,Sega,Compilation,Rated T For Teen,5.3,13,PC
Dreamfall Chapters,2017-12-05,Red Thread Games,Red Thread Games,Third-Person Adventure,,6.5,46,PC
Dreamfall Chapters Book One: Reborn,10/21/2014,Red Thread Games,Red Thread Games,Third-Person Adventure,,7.5,60,PC
Dreamfall Chapters Book Two: Rebels,2015-12-03,Red Thread Games,Red Thread Games,Third-Person Adventure,,7.8,75,PC
Dreamfall: The Longest Journey,4/17/2006,Funcom,Aspyr,Third-Person Adventure,Rated M For Mature,8.3,322,PC
Dreamkiller,2009-12-10,Mindware Studios,Aspyr,FPS,Rated M For Mature,5.5,20,PC
Dreams,2/14/2020,Media Molecule,Sony Interactive Entertainment,Sandbox,Rated T For Teen,8.7,1440,PlayStation 4
Dreamscaper,2021-05-08,Afterburner Studios,Afterburner Studios,Action RPG,Rated E +10 For Everyone +10,6.7,15,PC
DreamWorks & Aardman Flushed Away,10/24/2006,Monkey Bar Games,D3Publisher,3D Platformer,Rated E For Everyone,5.8,5,PlayStation 2
DreamWorks All-Star Kart Racing,2023-03-11,Bamtang,GameMill Entertainment,Auto Racing,Rated E For Everyone,8,,Xbox Series X
DreamWorks Bee Movie Game,10/30/2007,Beenox,Activision,Action,Rated E For Everyone,8.2,36,Wii
DreamWorks How to Train Your Dragon,3/23/2010,Etranges Libellules,Activision,Action Adventure,Rated E +10 For Everyone +10,8.4,7,PlayStation 3
DreamWorks Kung Fu Panda,2008-03-06,"Luxoflux, Inc.",Activision,3D Platformer,Rated E +10 For Everyone +10,7.2,41,Xbox 360
DreamWorks Kung Fu Panda (2008),2008-09-04,Vicarious Visions,Activision,2D Platformer,Rated E +10 For Everyone +10,5.8,5,DS
DreamWorks Kung Fu Panda 2,5/24/2011,THQ,THQ,Action Adventure,Rated E +10 For Everyone +10,4.3,6,Xbox 360
DreamWorks Kung Fu Panda: Legendary Warriors,2008-05-11,Artificial Mind and Movement,Activision,Linear Action Adventure,Rated E +10 For Everyone +10,,,Wii
DreamWorks Madagascar,5/24/2005,Toys for Bob,Activision,3D Platformer,Rated E +10 For Everyone +10,7.8,12,PlayStation 2
DreamWorks Madagascar 3: The Video Game,2012-05-06,D3Publisher,D3Publisher,Adventure,Rated E For Everyone,5.8,12,Xbox 360
DreamWorks Madagascar: Escape 2 Africa,2008-04-11,Toys for Bob,Activision,Action Adventure,Rated E +10 For Everyone +10,8,8,DS
DreamWorks Megamind: Ultimate Showdown,2010-02-11,THQ Studio Australia,THQ,3D Platformer,Rated E +10 For Everyone +10,5,7,Xbox 360
DreamWorks Monsters vs. Aliens,3/24/2009,Beenox,Activision,Action Adventure,Rated E +10 For Everyone +10,6.1,7,PlayStation 3
DreamWorks Over the Hedge,2006-09-05,Edge of Reality,Activision,3D Platformer,Rated E +10 For Everyone +10,8.4,23,Xbox
DreamWorks Over the Hedge (2006),2006-05-05,Vicarious Visions,Activision,2D Platformer,Rated E For Everyone,,,Game Boy Advance
DreamWorks Over the Hedge: Hammy Goes Nuts,11/21/2006,Amaze Entertainment,Activision,3D Platformer,Rated E For Everyone,7.7,6,PSP
DreamWorks Shark Tale,9/27/2004,Edge of Reality,Activision,3D Platformer,Rated E For Everyone,7.1,8,PlayStation 2
DreamWorks Shark Tale (2004),9/27/2004,Vicarious Visions,Activision,3D Platformer,Rated E For Everyone,7.8,5,Game Boy Advance
DreamWorks Shrek Forever After,5/18/2010,Xpec,Activision,Action Adventure,Rated E +10 For Everyone +10,4.8,13,DS
DreamWorks Shrek SuperSlam,10/25/2005,Shaba Games,Activision,3D Fighting,Rated E +10 For Everyone +10,5.4,36,Game Boy Advance
DreamWorks Shrek the Third,5/15/2007,7 Studios,Activision,Action Adventure,Rated E +10 For Everyone +10,4.8,10,PlayStation 2
DreamWorks Shrek the Third (2007),5/15/2007,Vicarious Visions,Activision,2D Platformer,Rated E For Everyone,6.6,8,Game Boy Advance
DreamWorks Shrek-N-Roll,11/14/2007,Backbone Entertainment,Activision,Puzzle,Rated E For Everyone,8.3,,Xbox 360
DreamWorks Voltron VR Chronicles,9/26/2017,Digital Domain,Digital Domain,Action Adventure,Rated E +10 For Everyone +10,4.5,8,PlayStation 4
DREDGE,3/30/2023,Black Salt Games,Team17,Action Adventure,,8.1,136,PC
DREDGE: The Pale Reach,11/16/2023,Black Salt Games,Team17,Action Adventure,,,,PlayStation 5
Driftmoon,2012-02-10,Instant Kingdom,Instant Kingdom,RPG,,7.4,36,PC
DRiiFT Mania,9/28/2009,Konami,Konami,Auto Racing,Rated E For Everyone,,,Wii
Drill Dozer,2006-06-02,Game Freak,Nintendo,2D Platformer,Rated E For Everyone,8.4,18,Game Boy Advance
DRIV3R,6/21/2004,Reflections Interactive,Atari SA,Open-World Action,Rated M For Mature,3.7,38,PlayStation 2
Drive Girls,2017-08-09,Tamsoft,Aksys Games,Action,Rated T For Teen,5.7,13,PlayStation Vita
Drive!Drive!Drive!,12/13/2016,different cloth,Choice Provisions,Auto Racing,Rated E For Everyone,5.8,6,PlayStation 4
Driveclub,2014-07-10,Evolution Studios,SCEA,Auto Racing Sim,Rated E For Everyone,6.4,1808,PlayStation 4
Driveclub Bikes,10/27/2015,Evolution Studios,SCEA,Auto Racing Sim,Rated E For Everyone,7.4,127,PlayStation 4
Driveclub VR,9/21/2016,Evolution Studios,Sony Interactive Entertainment,Auto Racing Sim,Rated E For Everyone,6.9,136,PlayStation 4
Driven,3/30/2002,Bam Entertainment,Bam Entertainment,Auto Racing,Rated T For Teen,8.5,,PlayStation 2
Driver,6/30/1999,Reflections Interactive,GT Interactive,Auto Racing,Rated T For Teen,8,175,PlayStation
Driver 2,11/14/2000,Reflections Interactive,Infogrames,Auto Racing,Rated T For Teen,7.5,146,PlayStation
Driver 2 Advance,2002-04-11,Sennari Interactive,Infogrames,Auto Racing,Rated T For Teen,4,6,Game Boy Advance
Driver '76,2007-08-05,Sumo Digital,Ubisoft,Auto Racing,Rated M For Mature,7.1,29,PSP
Driver: Parallel Lines,3/14/2006,Reflections Interactive,Atari SA,Open-World Action,Rated M For Mature,6.7,69,Xbox
Driver: Renegade,2011-06-09,Ubisoft,Ubisoft,Auto Racing,Rated M For Mature,5.4,31,3DS
Driver: San Francisco,2011-06-09,Ubisoft Reflections,Ubisoft,Auto Racing,Rated T For Teen,8.2,204,PlayStation 3
Driving Emotion Type-S,1/29/2001,Escape,Square EA,Auto Racing Sim,Rated E For Everyone,3.6,5,PlayStation 2
Drome Racers,11/20/2002,Attention To Detail,Lego Media,Auto Racing,Rated E For Everyone,3,,Game Boy Advance
Drone Tactics,2008-12-05,Success,Atlus,Turn-Based Strategy,Rated E +10 For Everyone +10,,,DS
Drop Wizard,2015-08-01,Gionathan Pesaresi,Gionathan Pesaresi,Action,,,,iOS (iPhone)
Dropchord,2013-01-08,Double Fine Productions,Double Fine Productions,Rhythm,,,,iOS (iPhone)
Droplitz,6/24/2009,Blitz Arcade,Atlus,Puzzle,Rated E For Everyone,,,Xbox 360
DropMix,9/20/2017,Harmonix Music Systems,Hasbro Interactive,Board,,6.8,14,iOS (iPhone)
Dropship: United Peace Force,5/29/2002,Camden Studio,Bam Entertainment,Aircraft Combat Sim,Rated T For Teen,8.8,,PlayStation 2
Dropsy,2015-10-09,"Tendershoot, A Jolly Corpse",Devolver Digital,Point-and-Click,,7.5,55,PC
Drox Operative,11/29/2012,Soldak Entertainment,Soldak Entertainment,Action RPG,,7.2,24,PC
Drug Dealer Simulator,4/16/2020,Byterunners Game Studio,Movie Games,Virtual Career,,6.4,41,PC
Drug Wars (2009),3/17/2009,Paleo Entertainment,Paleo Entertainment,FPS,,3.8,6,PC
Druidstone: The Secret of the Menhir Forest,5/15/2019,Ctrl Alt Ninja Ltd.,Ctrl Alt Ninja Ltd.,Western RPG,,7.1,30,PC
Druuna: Morbus Gravis,11/27/2001,Artematica,Microids,Action Adventure,Rated M For Mature,5.5,8,PC
Dry Drowning,2019-02-08,Studio V,VLG,Visual Novel,,7.9,14,PC
Dual Blades,2002-07-10,Vivid Image,Metro3D,2D Fighting,Rated M For Mature,,,Game Boy Advance
Dual Hearts,9/23/2002,Matrix Software,Atlus,Action RPG,Rated E For Everyone,6.8,5,PlayStation 2
DualPenSports,6/21/2011,indieszero,Namco Bandai Games,Sports,Rated E +10 For Everyone +10,2.1,7,3DS
Ducati World Racing Challenge,2001-09-02,Attention To Detail,Acclaim,Auto Racing Sim,Rated E For Everyone,,,PC
Duck Game,2019-01-05,Landon Podbielski,Adult Swim,2D Platformer,Rated E +10 For Everyone +10,8.1,38,PC
Duel Masters,2004-02-11,High Voltage Software,Atari SA,Card Battle,Rated E For Everyone,,,PlayStation 2
Duel Masters: Kaijudo Showdown,11/16/2004,Mistic Software,Atari SA,Board,Rated E For Everyone,,,Game Boy Advance
Duel Masters: Sempai Legends,2004-01-06,Mistic Software,Atari SA,Card Battle,Rated E For Everyone,,,Game Boy Advance
Duelyst,8/23/2016,Counterplay Games,Counterplay Games,Turn-Based Strategy,,7.7,61,PC
Duet,2013-10-10,,,Action,,7.2,22,PC
Duke Nukem 3D,9/24/2008,3D Realms,3D Realms,FPS,Rated M For Mature,8.2,53,Xbox 360
Duke Nukem 3D: 20th Anniversary World Tour,2016-11-10,Gearbox Software,Gearbox Publishing,FPS,Rated M For Mature,7.2,50,Xbox One
Duke Nukem 3D: Megaton Edition,2015-06-01,Abstraction Games,Devolver Digital,FPS,Rated M For Mature,8.1,46,PC
Duke Nukem Advance,2002-12-08,Torus Games,Take-Two Interactive,FPS,Rated T For Teen,7.8,12,Game Boy Advance
Duke Nukem Forever,6/14/2011,3D Realms,2K Games,FPS,Rated M For Mature,4.5,503,PC
Duke Nukem Forever: The Doctor Who Cloned Me,12/13/2011,Gearbox Software,2K Games,FPS,Rated M For Mature,6.9,27,Xbox 360
Duke Nukem: Critical Mass,2011-06-06,"Apogee Software, Ltd.",Deep Silver,2D Platformer,Rated T For Teen,3.5,30,DS
Duke Nukem: Land of the Babes,9/19/2000,n-Space,Infogrames,Linear Action Adventure,Rated M For Mature,,,PlayStation
Duke Nukem: Manhattan Project,5/17/2002,Sunstorm Interactive,Arush Entertainment,2D Platformer,Rated M For Mature,7.8,65,PC
Dungelot,2013-10-01,Red Winter Software,Red Winter Software,RPG,,,,iOS (iPhone)
Dungelot: Shattered Lands,2/18/2016,Red Winter Software,tinyBuild,Turn-Based Tactics,,6.9,10,PC
Dungeon Crawlers HD,1/26/2012,Drowning Monkeys LLC,Ayopa Games LLC,Turn-Based Tactics,,,,iOS (iPhone)
Dungeon Defenders,10/19/2011,Trendy Entertainment,Trendy Entertainment,Defense,Rated E +10 For Everyone +10,6.9,55,PlayStation 3
Dungeon Defenders: Awakened,5/28/2020,Chromatic Games,Chromatic Games,Defense,,7.3,6,Nintendo Switch
Dungeon Defenders: First Wave,12/16/2010,Trendy Entertainment,Trendy Entertainment,Action RPG,,5.4,11,iOS (iPhone)
Dungeon Encounters,10/14/2021,Cattle Call,Square Enix,JRPG,Rated E +10 For Everyone +10,6.8,17,PC
Dungeon Fighter LIVE: Fall of Hendon Myre,7/13/2012,Nexon,Microsoft Game Studios,Action RPG,Rated T For Teen,7.5,17,Xbox 360
Dungeon Hearts,3/28/2013,Cube Roots,Devolver Digital,Matching Puzzle,,6.4,23,PC
Dungeon Hunter 2,2010-09-12,Gameloft,Gameloft,Action RPG,,7.2,10,iOS (iPhone)
Dungeon Hunter 3,12/21/2011,Gameloft,Gameloft,Action RPG,,5.7,6,iOS (iPhone)
Dungeon Hunter 4,2013-11-04,Gameloft,Gameloft,Action RPG,,6.5,11,iOS (iPhone)
Dungeon Hunter: Alliance,2/15/2012,Ubisoft,Ubisoft,Action RPG,Rated T For Teen,6.4,68,PlayStation 3
Dungeon Keeper (2014),1/29/2014,Bullfrog Productions,Electronic Arts,Real-Time Strategy,,0.4,625,iOS (iPhone)
Dungeon Lords (2005),2005-05-05,Heuristic Park,DreamCatcher Interactive,Action RPG,Rated T For Teen,6.5,20,PC
Dungeon Maker: Hunting Ground,6/19/2007,Global A,XSEED Games,Action RPG,Rated E +10 For Everyone +10,7.3,20,PSP
Dungeon Munchies,7/28/2022,maJAJa,Chorus Worldwide,Action RPG,Rated M For Mature,,,Nintendo Switch
Dungeon of the Endless,10/27/2014,Amplitude Studios,Sega,Real-Time Strategy,,7.9,222,PC
Dungeon Raid,11/15/2010,Fireflame Games,Fireflame Games,RPG,,6.8,13,iOS (iPhone)
Dungeon Runners,2008-02-07,NCSOFT,NCSOFT,MMORPG,Rated T For Teen,,,PC
Dungeon Siege,3/31/2002,Gas Powered Games,Microsoft Game Studios,Action RPG,Rated T For Teen,7.8,266,PC
Dungeon Siege II,8/16/2005,Gas Powered Games,Microsoft Game Studios,Action RPG,Rated M For Mature,7.9,183,PC
Dungeon Siege II: Broken World,2006-04-08,Gas Powered Games,2K Games,Action RPG,Rated M For Mature,7.6,25,PC
Dungeon Siege III,6/21/2011,Obsidian Entertainment,Square Enix,Action RPG,Rated T For Teen,5.9,114,PlayStation 3
Dungeon Siege: Legends of Aranna,2003-11-11,Mad Doc Software,Microsoft Game Studios,Action RPG,Rated T For Teen,7.8,38,PC
Dungeon Siege: Throne of Agony,10/30/2006,SuperVillain Studios,Take-Two Interactive,Action RPG,Rated T For Teen,7.7,33,PSP
Dungeon Souls,2016-02-12,Mike Studios,Black Shell Games,Top-Down Shoot-'Em-Up,,6,13,PC
Dungeon Travelers 2: The Royal Library & the Monster Seal,8/18/2015,Aqua Plus,Atlus,Western RPG,Rated M For Mature,8.5,48,PlayStation Vita
